State|Location|Address|City|Facility|Hours
Missouri|Lake Regional Express Cares|304 E. Fourth St|Eldon|Walk-in|M-F 9-7; Sat 8-6; Sun 10-4
Missouri|Total Access Urgent Care|15420 Manchester Rd|Ellisville|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|408 Brothers Ave|Festus|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|1090 North Highway 67|Florissant|Walk-in|Daily 8-8
Missouri|Walmart|7207 N M1 Hwy|Gladstone|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Missouri|Hillsboro Community Civil Club Jefferson County Fairgrounds|10349 Business 21|Hillsboro|Drive-thru|
Missouri|CareNow Urgent Care|17700 E 39th St S|Independence|Walk-in|M-F 8-8; S/S 8-7
Missouri|CVS Health COVID-19 Testing Site|1315 West 23rd Street|Independence|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|1545 East 23rd Street South|Independence|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|17301 East US 24 Highway|Independence|Drive-thru|
Missouri|Affinia Healthcare|8960 Jennings Station Rd|Jennings|Drive-thru|M/Tu/Th/F 9-noon
Missouri|Freeman Health|1221 McIntosh Circle|Joplin|Drive-thru|"M-Th 9-noon, 1-3; Fri 9-noon"
Missouri|Walmart|2623 W 7th St|Joplin|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Missouri|CareNow Urgent Care|8951 State Line Road|Kansas City|Walk-in|M-F 8-8; S/S 8-7
Missouri|First Point Urgent Care|8144 NW Prairie View Road|Kansas City|Drive-thru|
Missouri|Samuel U. Rodgers Health Center|825 Euclid Ave|Kansas City|Drive-thru|M/T/Th/F 8-5; W 7-noon
Missouri|Swope Health|21 N. 12th Street|Kansas City|Drive-thru/Walk-in|M-F 9:30-4
Missouri|Swope Health|3801 Blue Parkway|Kansas City|Drive-thru/Walk-in|M-F 9:30-4
Missouri|CVS Health COVID-19 Testing Site|3902 Main Street|Kansas City|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|13101 State Line Road|Kansas City|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|4149 North Oak Trafficway|Kansas City|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|4750 Lees Summit Road|Kansas City|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|4990 Northeast Vivion Road|Kansas City|Drive-thru|
Missouri|Saint Luke's Hospital of Kansas City|4401 Wornall Rd|Kansas City|Walk-thru|7 days 10-3
Missouri|CVS Health COVID-19 Testing Site|10820 Manchester Road|Kirkwood|Drive-thru|
Missouri|Total Access Urgent Care|915 North Kirkwood Road|Kirkwood North|Walk-in|Daily 8-8
Missouri|Lake Regional Express Cares|441 West Elm St.|Lebanon|Walk-in|M-F 9-7; Sat 8-6; Sun 10-4
Missouri|CareNow Urgent Care|228 NW Oldham Pkwy|Lee's Summit|Walk-in|M-F 8-8; S/S 8-7
Missouri|CVS Health COVID-19 Testing Site|3351 SW 3rd Street|Lees Summit|Drive-thru|
Missouri|SSM Health Good Samaritan Hospital - Mt. Vernon|1 Good Samaritan Way|Mt. Vernon|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|3002 Highway K|O'Fallon|Drive-thru|
Missouri|Total Access Urgent Care|507 S Main St|O'Fallon North|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|4201 Highway K|O'Fallon South|Walk-in|Daily 8-8
Missouri|CVS Health COVID-19 Testing Site|9141 Olive Boulevard|Olivette|Drive-thru|
Missouri|Lake Regional Express Cares|"1057 Medical Park Drive, Bldg 2"|Osage Beach|Walk-in|M-F 9-7; Sat 8-6; Sun 10-4
Missouri|Parkway Center|5816 Osage Beach Parkway|Osage Beach|Drive-thru|573-348-7419
Missouri|CVS Health COVID-19 Testing Site|2120 Osage Street West|Pacific|Drive-thru|
Missouri|Affinia Healthcare|6763 Page Ave|Pagedale|Drive-thru|M/W/F 9-noon
Missouri|Walmart|100 Commercial Lane|Pineville (Jane)|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Missouri|CVS Health COVID-19 Testing Site|1301 Platte Falls Road|Platte City|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|1215 West Foxwood Drive|Raymore|Drive-thru|
Missouri|CareNow Urgent Care|9490 E 350 Hwy|Raytown|Walk-in|M-F 8-8; S/S 8-7
Missouri|CVS Health COVID-19 Testing Site|5310 Blueridge Boulevard|Raytown|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|500 Bishop Avenue North|Rolla|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|400 Mid Rivers Mall Road|Saint Peters|Drive-thru|
Missouri|Saint Luke’s Health System|8880 NE 82nd Terrace|Shoal Creek|Drive-thru|
Missouri|Mercy-GoHealth Urgent Care|303 W Sunshine St|Springfield|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|1153 East Elm Street|Springfield|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|1220 E Republic Street|Springfield|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|2715 E. Battlefield St|Springfield|Drive-thru|
Missouri|Total Access Urgent Care|2138 1st Capitol Dr|St. Charles|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|3871 Mexico Rd|St. Charles|Walk-in|Daily 8-8
Missouri|Urgent Care Express|4776 Verona Drive|St. Joseph|Walk-in|M-F 8-8; S/S 9-5
Missouri|Mercy-GoHealth Urgent Care|13275 Manchester Rd|St. Louis|Drive-thru|
Missouri|Total Access Urgent Care|2060 Hampton Ave|St. Louis|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|4400 Telegraph Rd|St. Louis|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|9556 Manchester Rd|St. Louis|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|1005 S Big Bend Blvd|St. Louis|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|12616 Lamplighter Square|St. Louis|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|3114 S Grand Blvd|St. Louis|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|3802 S Lindbergh Blvd|St. Louis|Walk-in|Daily 8-8
Missouri|Affinia Healthcare|3930 S. Broadway St|St. Louis|Drive-thru|M/Tu/Th/F 9-noon
Missouri|Affinia Healthcare|4414 N. Florissant Ave|St. Louis|Drive-thru|W 9-noon
Missouri|Carr Square neighborhood|1717 Biddle|St. Louis|Drive-thru|
Missouri|Total Access Urgent Care|2980 Dougherty Ferry Rd|St. Louis|Walk-in|Daily 8-8
Missouri|CVS Health COVID-19 Testing Site|3925 Lindell Boulevard|St. Louis|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|4100 Gravois Ave|St. Louis|Drive-thru|
Missouri|CVS Health COVID-19 Testing Site|7320 Gravois Avenue|St. Louis|Drive-thru|
Missouri|Walgreens|1225 Union Blvd|St. Louis|Drive-thru|9am-5pm
Missouri|Total Access Urgent Care|6900 Chippewa St|St. Louis Hills|Walk-in|Daily 8-8
Missouri|Mercy-GoHealth Urgent Care|6167 Mid Rivers Mall Dr|St. Peters|Drive-thru|M-F 8-8; wknds 9-5
Missouri|Total Access Urgent Care|600 Mid Rivers Mall Dr|St. Peters|Walk-in|Daily 8-8
Missouri|Former Siteman Cancer Center|4000 N. Illinois Lane|Swansea|Drive-thru|daily noon-6
Missouri|Washington Fairgrounds|6 Fairgrounds Road|Washington|Drive-thru|
Missouri|Total Access Urgent Care|1717 Madison Ave|Washington|Walk-in|Daily 8-8
Missouri|Total Access Urgent Care|1890 Wentzville Pkwy|Wentzville|Walk-in|Daily 8-8
Montana|Nova Health|403 West Main Street|Belgrade|Walk-in|M-F 7:30-7; S/S 8-4
Montana|Nova Urgent Care|403 West Main St|Belgrade|Walk-in|M-F 7:30-7; S/S 8-4
Montana|Bozeman Health Belgrade Clinic parking lot|206 Alaska Frontage Rd|Belgrade|Drive-thru|M-F 9-4 Sat 9-1
Montana|"Big Sky Medical Center, Emergency Department Ambulance Bay"|334 Town Center Ave|Big Sky|Drive-thru|M-F 9-4 Sat 9-1
Montana|b2 Urgent Care|1006 W Main St|Bozeman|Walk-in|M-Sat 8-7; Sun 9-5
Montana|Nova Health|862 Harmon Stream Blvd|Bozeman|Walk-in|M-F 8-8; S/S 9-4
Montana|Nova Urgent Care|862 Harmon Stream Blvd|Bozeman|Walk-in|M-F 8-7; S/S 9-4
Montana|Bozeman Health Deaconess Hospital parking lot G|915 Highland Blvd|Bozeman|Drive-thru|M-F 9-4
Montana|Bozeman Health Outpatient Services parking lot|120 N 19th Ave D|Bozeman|Drive-thru|M-F 9-4
Montana|St. Peter’s Health Medical Group Building|2550 Broadway|Helena|Drive-thru|daily 10-5
Montana|Walgreens|1150 11th Ave|Helena|Drive-thru|9am-5pm
Montana|Kalispell Regional|310 Sunnyview Ln|Kalispell|Walk-in|24/7
Montana|Central Montana Medical Clinic lab|408 Wendell Ave|Lewistown|Walk-in|M-F 8-5
Montana|Center for Asbestos Related Disease|214 E 3rd St|Libby|Drive-thru|daily 12-3
Montana|Livingston HealthCare|320 Alpenglow Lane|Livingston|Drive-thru|Call for appt times
Montana|Cost Care|3031 Russell Street|Missoula|Walk-in|M-F 8-6; S/S 9-2
Montana|Costcare|3031 Russell Street|Missoula|Drive-thru|M-F 8-6; S/S 9-2
Nebraska|Box Butte General Hospital|2101 Box Butte Ave|Alliance|Walk-in|Depends on availability
Nebraska|Harlan County Health|717 N. Brown St.|Alma|Walk-in|M-F 9-4
Nebraska|Urgent Care|1307 Harlan Dr|Bellevue|Clinic|
Nebraska|Bellevue Medical Center|2500 Bellevue Medical Center Drive|Bellevue|Clinic|
Nebraska|MCH & Health System Blair|810 North 22nd Street|Blair|Drive-thru|
Nebraska|Melham Medical Center|145 Memorial Dr|Broken Bow|Clinic|
Nebraska|Callaway District Hospital|211 East Kimball Street|Callaway|Clinic|
Nebraska|Chadron Community Hospital|821 Morehead St.|Chadron|Clinic|M-F 7am to 9am
Nebraska|Good Neighbor|4321 41st Ave.|Columbus|Drive-thru / Walk-in|"M, W, F 1-3"
Nebraska|Columbus Community Hospital|4600 38th Street|Columbus|Hospital|
Nebraska|Dakota City Fire Hall|208 S 21st St|Dakota City|Drive-thru|
Nebraska|Jefferson Community Health and Life|2200 H Street|Fairbury|Hospital|Tuesdays 8am to 11am
Nebraska|MedExpress|1240 E. 23rd St.|Fremont|Drive-thru|
Nebraska|MedExpress|750 Allen Dr.|Grand Island|Drive-thru|
Nebraska|Henderson Health Care|1621 Front St|Henderson|Drive-thru|M-F starting at 2pm
Nebraska|Kimball Health Services|505 South Burg Street|Kimball|Walk-in|Daily 7:30-5:30
Nebraska|MedExpress|8124 S. 84th St.|La Vista|Drive-thru|
Nebraska|CVS Health COVID-19 Testing Site|6901 South 84th Street|La Vista|Drive-thru|
Nebraska|Lexington Regional|1201 North Erie|Lexington|Hospital|
Nebraska|MedExpress|110 N. 66th St.|Lincoln|Drive-thru|
Nebraska|MedExpress|3910 Village Dr.|Lincoln|Drive-thru|
Nebraska|MedExpress|5000 N. 26th St.|Lincoln|Drive-thru|
Nebraska|Bryan Health - Lifepointe Clinic|7501 S 27th St.|Lincoln|Drive-thru|2p-6p every day
Nebraska|Urgent Care Clinic of Lincoln|4210 Pioneer Woods Dr|Lincoln|Walk-in|M-F 8-8; S/S 10-6
Nebraska|Concentra|"4900 N 26th Street, Ste. 104"|Lincoln|Clinic|
Nebraska|CVS Health COVID-19 Testing Site|1550 South Street|Lincoln|Drive-thru|
Nebraska|CVS Health COVID-19 Testing Site|4800 O Street|Lincoln|Drive-thru|
Nebraska|CVS Health COVID-19 Testing Site|5566 South 56th Street|Lincoln|Drive-thru|
Nebraska|CVS Health COVID-19 Testing Site|5611 S. 27th Street|Lincoln|Drive-thru|
Nebraska|Faith Regional Health Services|2700 W Norfolk Ave|Norfolk|Hospital|
Nebraska|MedExpress|1130 S. 13th St.|Norfolk|Drive-thru|
Nebraska|Great Plains Health mobile test site|601 W. Leota St.|North Platte|Drive-thru|M-F 11-1
Nebraska|Charles Drew Health Center|2915 Grant St.|Omaha|Clinic|
Nebraska|Charles Drew Health Center|5319 N. 30th St.|Omaha|Clinic|
Nebraska|Think Whole Person Healthcare|7100 West Center Road|Omaha|Hospital|
Nebraska|Ortho Nebraska|2808 S. 143rd Plaza|Omaha|Hospital|
Nebraska|American Family Care|"4004 N 132nd St, #101"|Omaha|Clinic|
Nebraska|Crossroads Urgent Care clinic|72nd and Dodge|Omaha|Drive-thru|
Nebraska|Urgent Care|2821 S 108th St #3|Omaha|Clinic|
Nebraska|Children's Hospital & Medical Center|8200 Dodge St.|Omaha|Hospital|
Nebraska|Concentra|9602 M Street|Omaha|Clinic|
Nebraska|Nebraska Medical Center|4350 Dewey Ave.|Omaha|Clinic|
Nebraska|Omaha VA Medical Center|4101 Woolworth Avenue|Omaha|Hospital|
Nebraska|Village Pointe Health center|111 N 175th St.|Omaha|Clinic|
Nebraska|CVS Health COVID-19 Testing Site|14460 West Maple Road|Omaha|Drive-thru|
Nebraska|CVS Health COVID-19 Testing Site|4840 Dodge Street|Omaha|Drive-thru|
Nebraska|Walgreens|4310 Ames Ave|Omaha|Drive-thru|9am-5pm
Nebraska||not public|Omaha|Drive-thru|
Nebraska|Valley County Health System|2707 L Street|Ord|Clinic|
Nebraska|Osmond General Hospital|402 North Maple|Osmond|Lab|
Nebraska|CHI Health Midlands|11111 S 84th St|Papillion|Hospital|
Nebraska|Midlands Family Urgent Care|312 Olson Drive Suite 101|Papillion|Walk-in|M-Sat 8-8; Sun 12-6
Nebraska|Pawnee County Memorial Clinic|600 I Street|Pawnee City|Walk-in/Drive-thru|M-F 8-5
Nebraska|Regional West|4021 Avenue B|Scottsbluff|Walk-in|M-F 1-3:30
Nebraska|Memorial Hospital|300 North Columbia Avenue|Seward|Drive-thru|
Nebraska|Brodstone Memorial Hospital|520 East 10th|Superior|Drive-thru|
Nebraska|||various locations|Drive-thru|
Nebraska|Franciscan Healthcare|430 N Monitor|West Point|Clinic|
Nevada|Serenity Mental Health|755 N. Roop St Ste. 101|Carson City|Drive-thru|
Nevada|Nevada Health Centers|762 14th St|Elko|Drive-thru|M-F 7-6
Nevada|Walmart|2944 Mountain City Hwy|Elko|Drive-thru|"Mon, Tues and Wed 7 a.m. - 9 a.m."
Nevada|Lake Mead Convenient Care|310 W. Lake Mead Parkway|Henderson|Drive-thru|M-F 8-5
Nevada|CVS Health COVID-19 Testing Site|2662 West Horizon Ridge Parkway|Henderson|Drive-thru|
Nevada|Canyon West Medical|"3650 N Rancho Dr, Suite 112"|Las Vegas|Drive-thru|
Nevada|Nevada Health Centers|1799 Mount Mariah|Las Vegas|Drive-thru|M-F 7-4
Nevada|Partida Corona Medical Center|Call for mobile testing sites|Las Vegas|Drive-thru|Call for mobile testing hours
Nevada|UNLV Medicine|1125 Shadow Lane|Las Vegas|Drive-thru|8:30am - 3:00pm M-F
Nevada|Craig Convenient Care|4090 W. Craig Road|Las Vegas|Drive-thru|M-F 8-5; Sa 10-6
Nevada|Flamingo Healthcare Center|5580 W. Flamingo Road|Las Vegas|Drive-thru|M-F 8-5
Nevada|CareNow Urgent Care|10530 Southern Highlands Pkwy|Las Vegas|Walk-in|Daily 8-6
Nevada|CVS Health COVID-19 Testing Site|1408 West Craig Road|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|1825 East Warm Springs Road|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|2425 East Desert Inn Road|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|2525 South Buffalo Drive|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|2735 South Maryland Parkway|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|2935 S. Hollywood Boulevard|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|3810 East Sunset Road|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|4391 East Washington Avenue|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|6391 West Lake Mead Boulevard|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|8580 West Charleston Boulevard|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|9405 West Russell Road|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|3290 South Fort Apache Road|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|7285 South Durango Drive|Las Vegas|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|8116 South Las Vegas Boulevard|Las Vegas|Drive-thru|
Nevada|UNLV Tropicana Parking Garage||Las Vegas|Drive-thru|T-Sat 8-4
Nevada|Walgreens|2427 S Las Vegas Blvd|Las Vegas|Drive-thru|9am-5pm
Nevada|Walmart|10440 W Cheyenne Ave|Las Vegas|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Nevada|Walmart|2310 E Serene Ave|Las Vegas|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Nevada|Walmart|3041 N Rainbow Blvd|Las Vegas|Drive-thru|"Tues, Thurs, Sat 7 a.m. - 9 a.m."
Nevada|Walmart|6464 N Decatur Blvd|Las Vegas|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Nevada|Walmart|7200 Arroyo Crossing Pkwy|Las Vegas|Drive-thru|"Tues, Thurs, Sat 7 a.m. - 9 a.m."
Nevada|Walmart|1807 W. Craig Rd|North Las Vegas|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Nevada|CVS Health COVID-19 Testing Site|3655 West Craig Road|North Las Vegas|Drive-thru|
Nevada|Walmart|3950 W Lake Mead Blvd|North Las Vegas|Drive-thru|Mon - Sat 7am - 9am
Nevada|Reno Livestock Events Center|1350 N Wells Ave|Reno|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|2890 Northtowne Lane|Reno|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|1695 Robb Drive|Reno|Drive-thru|
Nevada|CVS Health COVID-19 Testing Site|55 Damonte Ranch Parkway|Reno|Drive-thru|
Nevada|Walmart|155 Damonte Ranch Pkwy|Reno|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Nevada|Walmart|5260 W 7th St|Reno|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
New Hampshire|ClearChoiceMD|24 Homestead Place|Alton|Clinic|Daily 8AM-6PM
New Hampshire|ConvenientMD|3 Nashua road|Bedford|Clinic|Daily 8AM-8PM
New Hampshire|ClearChoiceMD|96 Daniel Webster Highway|Belmont|Clinic|Daily 8AM-8PM
New Hampshire|ConvenientMD|77 Daniel Webster Highway|Belmont|Clinic|Daily 8AM-8PM
New Hampshire|Keady Family Practice|214 Washington Street|Claremont|Drive-thru|
New Hampshire|ConvenientMD|8 Louden Road|Concord|Clinic|Daily 8AM-8PM
New Hampshire|CVS Health COVID-19 Testing Site|157 Loudon Road|Concord|Drive-thru|
New Hampshire|CVS Health COVID-19 Testing Site|4 Hall Street|Concord|Drive-thru|
New Hampshire|Walgreens|17 Crystal Ave|Derry|Drive-thru|9am-5pm
New Hampshire|ConvenientMD|14 Webb Place|Dover|Clinic|Daily 8AM-8PM
New Hampshire|ClearChoiceMD|1 Beehive Drive|Epping|Clinic|Daily 8AM-6PM
New Hampshire|ClearChoiceMD|558 Mast Road|Goffstown|Clinic|Daily 8AM-6PM
New Hampshire|CVS Health COVID-19 Testing Site|321 Lafayette Road|Hampton|Drive-thru|
New Hampshire|CVS Health COVID-19 Testing Site|10 Whitehall Road|Hooksett|Drive-thru|
New Hampshire|ConvenientMD|351 Winchester Street|Keene|Clinic|Daily 8AM-8PM
New Hampshire|ClearChoiceMD|410 Miracle Mile|Lebanon|Clinic|Daily 8AM-6PM
New Hampshire|ConvenientMD|551 Meadow Street|Littleton|Clinic|Daily 8AM-8PM
New Hampshire|CVS Health COVID-19 Testing Site|432 South Main Street|Manchester|Drive-thru|
New Hampshire|CVS Health COVID-19 Testing Site|271 Mammoth Road|Manchester|Drive-thru|
New Hampshire|Project Baseline - Manchester||Manchester|Drive-thru|
New Hampshire|ConvenientMD|2 Dobson Way|Merrimack|Clinic|Daily 8AM-8PM
New Hampshire|ConvenientMD|565 Amherst Street|Nashua|Clinic|Daily 8AM-8PM
New Hampshire|CVS Health COVID-19 Testing Site|212-214 Daniel Webster Highway|Nashua|Drive-thru|
New Hampshire|ClearChoiceMD|750 Lafayette Road|Portsmouth|Clinic|Daily 8AM-6PM
New Hampshire|ConvenientMD|599 LaFayette Road|Portsmouth|Clinic|Daily 8AM-8PM
New Hampshire|Pease International Tradeport by ConvenientMD Urgent Care|599 Lafayette Rd|Portsmouth|Drive-thru|8am - 8pm
New Hampshire|Pease International Tradeport|100 New Hampshire Ave|Portsmouth|Drive-thru|
New Hampshire|Project Baseline - Portsmouth||Portsmouth|Drive-thru|
New Hampshire|CVS Health COVID-19 Testing Site|5 Hampstead Road|Salem|Drive-thru|
New Hampshire|ConvenientMD|1 Portsmouth Avenue|Stratham|Clinic|Daily 8AM-8PM
New Hampshire|ClearChoiceMD|75 Laconia Road|Tilton|Clinic|Daily 8AM-6PM
New Hampshire|ConvenientMD|125 Indian Rock Road|Windham|Clinic|Daily 8AM-8PM
District of Columbia|One Medical|601 New Jersey Avenue NW Suite 200|Washington|Clinic|
New Jersey|CVS Health COVID-19 Testing Site|557 South Atlantic Avenue|Aberdeen|Drive-thru|
New Jersey|Rite Aid|501 Clements Bridge Road|Barrington|Drive-thru|daily 9-5
New Jersey|Project Baseline||Barrington|Drive-thru|
New Jersey|CityMD Urgent Care|904 Bayonne Crossing Way|Bayonne|Clinic|Mon—Fri 8AM—8PM; Sat—Sun 9AM—5PM
New Jersey|Veterans Park|669 Avenue A|Bayonne|Drive-thru|10-3:30
New Jersey|CVS Health COVID-19 Testing Site|"2311 Route 206, Suite 600"|Belle Mead|Drive-thru|
New Jersey|CVS Health COVID-19 Testing Site|5000 Route 42|Blackwood|Drive-thru|
New Jersey|Immediate Care|8 Brick Plaza|Brick|Clinic|Mon—Fri 8AM—8PM; Sat—Sun 8AM—4PM
New Jersey|Riverfront Plaza|Downtown Bridgeton|Bridgeton|Walk-thru|"June 19, June 26 10-12"
New Jersey|CVS Health COVID-19 Testing Site|440 Union Avenue|Bridgewater|Drive-thru|
New Jersey|CVS Health COVID-19 Testing Site|3313 Brigantine Blvd|Brigantine|Drive-thru|
New Jersey|Central Jersey Urgent Care|6 Earlin Ave|Browns Mills|Clinic|Mon—Fri 8AM—8PM; Sat—Sun 9AM—6PM
New Jersey|CityMD Urgent Care|"683 Route 18 South, East"|Brunswick|Clinic|Mon—Fri 8AM—8PM; Sat—Sun 9AM—5PM
New Jersey|Cooper's Poynt Park|801 Delaware Avenue|Camden|Drive-thru|"M-F 12-4, S-S 12-4"
New Jersey|CVS Health COVID-19 Testing Site|3002 Mount Ephraim Avenue|Camden|Drive-thru|
New Jersey|CVS Health COVID-19 Testing Site|1041 Pompton Avenue|Cedar Grove|Drive-thru|
New Jersey|Rite Aid|31 Mule Road|Central|Drive-thru|
New Jersey|Cooper University Health Care|210 Brace Rd|Cherry Hill|Drive-thru|
New Jersey|CVS Health COVID-19 Testing Site|1 Route 70 East|Cherry Hill|Drive-thru|
New Jersey|CityMD Urgent Care|1255 Raritan Rd|Clark|Clinic|Mon—Fri 8AM—8PM; Sat—Sun 9AM—5PM
New Jersey|CVS Health COVID-19 Testing Site|9 Berlin Road|Clementon|Drive-thru|
New Jersey|CityMD Urgent Care|852 NJ-3 #200|Clifton|Clinic|Mon—Fri 8AM—8PM; Sat—Sun 9AM—5PM
