State |Location |Address |City |Eligibility
Massachusetts |Convenient  MD |"479  Washington  Street,  Suite  2" |Quincy |
Massachusetts |Walmart |301  Falls  Blvd |Quincy |
Massachusetts |CVS  Health  COVID-19  Testing  Site |266  Route  44 |Raynham |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Pediatric  Healthcare  Associates |30  New  Crossing  Road |Reading |
Massachusetts |Greater  Roslindale  Medical  &  Dental  Center |4199  Washington  Street |Roslindale |
Massachusetts |Whittier  Street  Health  Center |1290  Tremont  Street |Roxbury |
Massachusetts |The  Dimock  Center |55  Dimock  Street |Roxbury |
Massachusetts |North  Shore  Medical  Center |81  Highland  Avenue |Salem |
Massachusetts |Pediatric  Healthcare  Associates |600  Loring  Avenue |Salem |
Massachusetts |CVS  Health  COVID-19  Testing  Site |272  Highland  Avenue |Salem |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Walmart |450  Highland  Ave |Salem |
Massachusetts |CVS  Health  COVID-19  Testing  Site |2  Lafayette  Road |Salisbury |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |720  Boston  Turnpike  Road |Shrewsbury |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Ocean  State  Healthcare |400  Putnam  Pike |Smithfield |
Massachusetts |Care  Well  Urgent  Care |349  Broadway |Somerville |
Massachusetts |Cambridge  Health  Alliance  -  Crown  Street  parking  lot |33  Tower  St. |Somerville |current  Cambridge  Health  Alliance  patients  only
Massachusetts |CVS  Health  COVID-19  Testing  Site |215  College  Highway |Southwick |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Baystate  Health |140  High  Street |Springfield |
Massachusetts |Baystate  Health |298  Carew  Street |Springfield |
Massachusetts |Baystate  Health |380  Plainfield  Street |Springfield |
Massachusetts |CVS  Health  COVID-19  Testing  Site |770  Boston  Road |Springfield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |American  Family  Urgent  Care |16  Main  Street |Stoneham |
Massachusetts |Care  Central |286  Washington  Street |Stoughton |
Massachusetts |American  Family  Care |450  Paradise  Rd |Swampscott |
Massachusetts |Manet  Community  Health  Center |1  Washington  Street |Taunton |
Massachusetts |Care  Well  Urgent  Care |345  Main  Street |Tewksbury |
Massachusetts |CVS  Health  COVID-19  Testing  Site |451  Main  Street |Wakefield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |American  Family  Urgent  Care |1030  Main  Street |Waltham |
Massachusetts |Physician  One  Urgent  Care |1019  Trapelo  Road |Waltham |
Massachusetts |CVS  Health  COVID-19  Testing  Site |800  Lexington  Street |Waltham |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Walgreens |80  River  Street |Waltham |No  appointment  needed.  A  valid  ID  is  required.  Bring  insurance  card  if  you  have  one.
Massachusetts |Baystate  Health |85  South  Street |Ware |
Massachusetts |Ocean  State  Healthcare |1131  Warwick  Ave |Warwick |
Massachusetts |Care  Well  Urgent  Care |535  Centerville  Road |Warwick |
Massachusetts |CVS  Health  COVID-19  Testing  Site |1921  Centre  Street |West  Roxbury |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |928  Riverdale  Street |West  Springfield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Baystate  Health |57  Union  Street |Westfield |
Massachusetts |CVS  Health  COVID-19  Testing  Site |599  State  Road |Westport |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Physician  One  Urgent  Care |211  University  Avenue |Westwood |
Massachusetts |Convenient  MD |987  Main  Street |Weymouth |
Massachusetts |CVS  Health  COVID-19  Testing  Site |301  Central  Street |Winchendon |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |Pediatrics  Urgent  Care |99  Commerce  Way |Woburn |
Massachusetts |Care  Well  Urgent  Care |348  Greenwood  Street |Worcester |
Massachusetts |Care  Well  Urgent  Care |500  Lincoln  Street |Worcester |
Massachusetts |CVS  Health  COVID-19  Testing  Site |44  West  Boylston  Street |Worcester |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |CVS  Health  COVID-19  Testing  Site |481  Lincoln  Street |Worcester |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |St.  Vincent’s  Hospital |123  Summer  St |Worcester |
Massachusetts |UMass  Memorial  Medical  Center |119  Belmont  St |Worcester |
Massachusetts |CVS  Health  COVID-19  Testing  Site |652  South  Street |Wrentham |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Massachusetts |York  Hospital |1001  S  George  St |York |
 | | | |
Michigan |MidMichigan  Urgent  Care  -  Alma |321  E.  Warwick  Drive |Alma |
Michigan |Michigan  Urgent  Care |3280  Washtenaw  Ave |Ann  Arbor |No  physician  order  needed
Michigan |Canton  Health  Center |"1051  N  Canton  Center  Rd,  Canton,  MI  48187" |Ann  Arbor |only  for  patients  and  employees;  call  ahead  for  phone  screen
Michigan |West  Ann  Arbor  Health  Center |380  Parkland  Plaza |Ann  Arbor |only  for  patients  and  employees;  call  ahead  for  phone  screen
Michigan |CVS  Health  COVID-19  Testing  Site |1700  South  Industrial  Highway |Ann  Arbor |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |2100  West  Stadium |Ann  Arbor |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |McLaren |1040  S  Van  Dyke |Bad  Axe |Physician  order  required
Michigan |McLaren |"4  Columbus  Ave,  Suite  140" |Bay  City |Physician  order  required
Michigan |Walmart |1400  Mall  Dr |Benton  Harbor |
Michigan |MedPost  Urgent  Care |2274  S  Telegraph  Road |Bloomfield |
Michigan |Brighton  Health  Center |8001  Challis  Rd |Brighton |only  for  patients  and  employees;  call  ahead  for  phone  screen
Michigan |Michigan  Urgent  Care |2300  Genoa  Business  Park  Drive  Suite  120 |Brighton |No  physician  order  needed
Michigan |CVS  Health  COVID-19  Testing  Site |5757  Whitmore  Lake  Road |Brighton |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Walmart |45555  Michigan  Ave |Canton |
Michigan |CVS  Health  COVID-19  Testing  Site |1402  W.  14  Mile |Clawson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Michigan  Urgent  Care |22500  Metro  Parkway  Suite  100 |Clinton  Township |No  physician  order  needed
Michigan |Beaumont  Health |18101  Oakwood  Blvd |Dearborn |Pre-screening  required
Michigan |CVS  Health  COVID-19  Testing  Site  –  Dearborn  Public  Library |16301  Michigan  Ave |Dearborn |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |State  Fairgrounds |Off  Woodward  Ave.  on  W.  State  Fair  Road |Detroit |
Michigan |Beaumont  Hospitals |8  locations |Detroit |
 | | | |
Michigan |CVS  Health  COVID-19  Testing  Site |15521  West  Seven  Mile  Road |Detroit |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |6862  N.  Michigan  Ave. |Detroit |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Rite  Aid |46977  Romeo  Plank  Road |Detroit |
Michigan |Walgreens |15516  Grand  River  Ave |Detroit |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Michigan |Michigan  Urgent  Care |"100  Powell  Drive,  Suite  8" |Dundee |No  prescription  needed  from  your  doctor
Michigan |Project  Baseline | |Eaton  Rapids |visit  site  for  prescreen
Michigan |Rite  Aid |715  South  Main  Street |Eaton  Rapids |
Michigan |CVS  Health  COVID-19  Testing  Site |39350  Nine  Mile  Road |Farmington  Hills |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Michigan  Urgent  Care |"641  West  9  Mile  Road,  Suite  C" |Ferndale |No  prescription  needed  from  your  doctor
Michigan |Walmart |4313  Corunna  Rd |Flint |
Michigan |CVS  Health  COVID-19  Testing  Site |111  North  Main  Street |Frankenmuth |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |33021  Garfield |Fraser |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |McLaren |2313  E  Hill  Rd |Grand  Blanc |Must  have  doctor's  orders
Michigan |Grand  Blanc |12500  Holly  Road |Grand  Blanc |
Michigan |CVS  Health  COVID-19  Testing  Site |"727  28th  Street,  SE" |Grand  Rapids |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |1550  Lake  Drive  Southeast |Grand  Rapids |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Rite  Aid |5995  Kalamazoo  Avenue |Grand  Rapids |
Michigan |CVS  Health  COVID-19  Testing  Site |17120  Kercheval  Avenue |Grosse  Pointe |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Michigan  Urgent  Care |20311  Mack  Ave |Grosse  Pointe  Woods |No  prescription  needed  from  your  doctor
Michigan |SAY  Detroit  Family  Clinic |211  Glendale  Ave |Highland  Park |Adults  18  and  up  with  symptoms
Michigan |CVS  Health  COVID-19  Testing  Site |14140  Woodward |Highland  Park |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Henry  Ford  Allegiance  Hospital |205  N  East  Ave |Jackson |symptoms  or  having  been  exposed  to  covid/recently  traveled
Michigan |Project  Baseline | |Kentwood |visit  site  for  prescreen
Michigan |McLaren |5525  S  Martin  Luther  King  Jr  Blvd |Lansing |Must  have  doctor's  orders
Michigan |CVS  Health  COVID-19  Testing  Site |240  M.A.C.  East |Lansing |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
 | | | |
Michigan |McLaren |1254  N  Main  St |Lapeer |Must  have  doctor's  orders
Michigan |MedPost  Urgent  Care |11502  Middlebelt  Road |Livonia |
Michigan |Project  Baseline | |Macomb |visit  site  for  prescreen
Michigan |CVS  Health  COVID-19  Testing  Site |21777  21  Mile  Road |Macomb  Township |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |27050  John  R.  Road |Madison  Heights |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |720  General  Motors  Road |Milford |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |MedExpress |1261  North  Telegraph  Road |Monroe |Call  first
Michigan |Walmart |2150  N  Telegraph  Rd |Monroe |
Michigan |McLaren |1523  S.  Mission  Street |Mount  Pleasant |Must  have  doctor's  orders
Michigan |Walmart |4730  Encore  Blvd |Mount  Pleasant |
Michigan |Walmart |3285  Henry  St |Muskegon |
Michigan |CVS  Health  COVID-19  Testing  Site |44300  5  Mile  Road |Northville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Walmart |26090  Ingersol  Dr |Novi |
Michigan |MedExpress |3550  Pine  Grove  Ave |Port  Huron |Call  first
Michigan |MedPost  Urgent  Care |3035  S.  Rochester  Road |Rochester  Hills |
Michigan |Spectrum  Health |8501  Meadow  Creek  Dr |Rockford |
Michigan |MedPost  Urgent  Care |2140  E  Twelve  Mile  Rd |Royal  Oak |
Michigan |Project  Baseline | |Saginaw |visit  site  for  prescreen
Michigan |Rite  Aid |4598  State  Street |Saginaw |
Michigan |CVS  Health  COVID-19  Testing  Site |46960  Van  Dyke  Ave. |Shelby |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |2115  Twenty-Five  Mile  Road |Shelby  Township |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |MedPost  Urgent  Care |29628  Southfield  Road |Southfield |
Michigan |CVS  Health  COVID-19  Testing  Site |30920  Southfield  Road |Southfield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Walmart |15700  Northline  Road |Southgate |
Michigan |Project  Baseline | |Swartz  Creek |visit  site  for  prescreen
Michigan |Rite  Aid |9090  Miller  Road |Swartz  Creek |
Michigan |Walmart |7555  Telegraph  Rd |Taylor |
Michigan |Beaumont  Health |750  Stephenson  Hwy |Troy |pre-screening
Michigan |CVS  Health  COVID-19  Testing  Site |1980  East  Big  Beaver  Road |Troy |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |CVS  Health  COVID-19  Testing  Site |100  West  Maple  Road |Walled  Lake |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Michigan  Urgent  Care |5800  Highland  Road |Waterford |No  prescription  needed  from  your  doctor
Michigan |Helix  Diagnostics |6620  Highland  Road |Waterford |referral;  no  appt  needed
Michigan |Michigan  Urgent  Care |"375  Eureka,  Suite  B" |Wyandotte |No  prescription  needed  from  your  doctor
Michigan |CVS  Health  COVID-19  Testing  Site |5603  Byron  Center  Avenue  SW |Wyoming |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Michigan |Eastern  Michigan  University |900  Oakwood  St |Ypsilanti |
Michigan |Ford  Elementary  School |2440  E.  Clark  Rd |Ypsilanti |
Minnesota |Mayo  Clinic |1705  SE  Broadway  Ave |Albert  Lea |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |Alomere  Health |111  17th  Ave  E |Alexandria |symptomatic
Minnesota |Sanford  Health |1527  Broadway  St |Alexandria |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |CVS  Health  COVID-19  Testing  Site |657  East  Main  Street |Anoka |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Minnesota |Independent |30  S  Behl  St |Appleton |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |Mayo |510  2nd  St  NW |Austin |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |Essentia  Health |13060  Isle  Dr |Baxter |symptomatic  ;  call  for  appt
Minnesota |Scenic  Rivers  Health  Services |410  Second  St  NW |Big  Falls |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |Scenic  Rivers  Health  Service |135  Pine  Tree  Dr |Bigfork |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |CVS  Health  COVID-19  Testing  Site |2357  108th  Lane  NE |Blaine |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Minnesota |Allina  Health |7920  Old  Cedar  Ave  S |Bloomington |
Minnesota |Hennepin  Healthcare |7650  Zane  Ave  North |Brooklyn  Park |Complete  e-visit  or  call  patient  care  line  first
Minnesota |Partners  in  Pediatrics |8500  Edinbrook  Parkway |Brooklyn  Park |"By  appt,  call  first"
Minnesota |Allina  Health |755  Crossroads  Campus  Dr |Buffalo |
Minnesota |Valley  Medical  and  Wellness |2428  E  117th  St |Burnsville |call  to  schedule/book  online
Minnesota |Metropolitan  Pediatric  Specialists |14050  Nicollet  Ave |Burnsville |"By  appt,  call  first"
Minnesota |Allina  Health |701  S  Dellwood  St |Cambridge |
Minnesota |CVS  Health  COVID-19  Testing  Site |7765  Galpin  Boulevard |Chanhassen |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Minnesota |Two  Twelve  Medical  Center |111  Hundertmark  Rd |Chaska |
Minnesota |Community  Memorial |512  Skyline  Blvd |Cloquet |symptomatic
Minnesota |Scenic  Rivers  Health  Services |10  5th  Street  SE |Cook |symptomatic  people  and  anyone  who  may  have  been  exposed
Minnesota |Allina  Health |9055  Springbrook  Dr |Coon  Rapids |
Minnesota |CVS  Health  COVID-19  Testing  Site |10930  University  Avenue  NW |Coon  Rapids |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Minnesota |CVS  Health  COVID-19  Testing  Site |2017  Coon  Rapids  Boulevard |Coon  Rapids |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Minnesota |Voyage  Healthcare |5109  36th  Ave  N |Crystal |
Minnesota |Deer  River  Hospital |115  10th  Ave  NE |Deer  River |symptomatic
