State |Location |Address |City |Phone Number
Minnesota |Hennepin Healthcare |7650 Zane Ave North |Brooklyn Park |612-873-2922
Minnesota |Partners in Pediatrics |8500 Edinbrook Parkway |Brooklyn Park |763-425-1211
Minnesota |Allina Health |755 Crossroads Campus Dr |Buffalo |763-684-6300
Minnesota |Valley Medical and Wellness |2428 E 117th St |Burnsville |(612) 286-8366
Minnesota |Metropolitan Pediatric Specialists |14050 Nicollet Ave |Burnsville |952-435-2450
Minnesota |Allina Health |701 S Dellwood St |Cambridge |763-689-8700
Minnesota |CVS Health COVID-19 Testing Site |7765 Galpin Boulevard |Chanhassen |N/A
Minnesota |Two Twelve Medical Center |111 Hundertmark Rd |Chaska |952- 361-2447
Minnesota |Community Memorial |512 Skyline Blvd |Cloquet |218-879-4641
Minnesota |Scenic Rivers Health Services |10 5th Street SE |Cook |216-666-5941
Minnesota |Allina Health |9055 Springbrook Dr |Coon Rapids |763-780-9155
Minnesota |CVS Health COVID-19 Testing Site |10930 University Avenue NW |Coon Rapids |N/A
Minnesota |CVS Health COVID-19 Testing Site |2017 Coon Rapids Boulevard |Coon Rapids |N/A
Minnesota |Voyage Healthcare |5109 36th Ave N |Crystal |763-587-7900
Minnesota |Deer River Hospital |115 10th Ave NE |Deer River |1-800-494-0836
Minnesota |Essentia Health |225 Park St |Detroit Lakes |1-800-494-0836
Minnesota |Sanford Health – Detroit Lakes |1245 Washington Ave |Detroit Lakes |218-846-2000
Minnesota |Voyageur Bus Garage |141 South 59th Ave W |Duluth |1-800-494-0836
Minnesota |CVS Health COVID-19 Testing Site |4241 Johnny Cake Ridge Road |Eagan |N/A
Minnesota |Sanford Health – East Grand Forks |621 Demers Ave |East Grand Forks |218-773-6800
Minnesota |MedExpress |16490 W. 78th St |Eden Prairie |952-934-5332
Minnesota |CVS Health COVID-19 Testing Site |8251 Columbine Road |Eden Prairie |N/A
Minnesota |Metropolitan Pediatric Specialists |6517 Drew Avenue S |Edina |952-920-9191
Minnesota |Lake Region Healthcare |1411 Highway 79 E |Elbow Lake |218-685-7300
Minnesota |Allina Health |100 State Ave |Faribault |507-334-3921
Minnesota |Lake Region Healthcare |712 Cascade St. S |Fergus Falls |218-739-2221
Minnesota |Scenic Rivers Health Services |810 Poplar St |Floodwood |218-476-2221
Minnesota |CVS Health COVID-19 Testing Site |1411 Vermillion Street |Hastings |N/A
Minnesota |St. Luke’s Respiratory Clinic @ Miller Creek Medical |4190 Loberg Ave |Hermantown |218.249.4609
Minnesota |MedExpress |4880 Central Ave. NE |Hilltop |763-571-4536
Minnesota |Children's Minnesota |14701 Victor Hugo Blvd N |Hugo |651-426-1141
Minnesota |CVS Health COVID-19 Testing Site |2650 Rice Street |Little Canada |N/A
Minnesota |Allina Health |7840 Vinewood Ln N |Maple Grove |763-236-0200
Minnesota |Voyage Healthcare |9825 Hospital Drive |Maple Grove |763-587-7900
Minnesota |Avera Health System |1521 Carlson St |Marshall |1-877-282-8978
Minnesota |Valley Medical and Wellness |2200 E Franklin Ave Suite 199 |Minneapolis |(612) 286-8366
Minnesota |Children's Minnesota |2530 Chicago Ave. S |Minneapolis |612-813-6107
Minnesota |Penny George Institute for Health and Healing – Abbott Northwestern |2833 Chicago Ave |Minneapolis |612-863-3333
Minnesota |Hennepin Healthcare |2810 Nicollet Ave |Minneapolis |612-873-2922
Minnesota |Hennepin Healthcare |900 South 8th St |Minneapolis |612-873-2922
Minnesota |North Memorial |4414 Humboldt Ave. N |Minneapolis |763-581-2800
Minnesota |CVS Health COVID-19 Testing Site |3655 Central Avenue |Minneapolis |N/A
Minnesota |Lake Region Healthcare |24 East 7th St |Morris |320-589-4008
Minnesota |CVS Health COVID-19 Testing Site |2800 County Road 10 |Mounds View |N/A
Minnesota |CVS Health COVID-19 Testing Site |7932 27th Avenue North |New Hope |N/A
Minnesota |Entira Family Clinics |2601 Centennial Dr #100 |North St Paul |651-788-4444
Minnesota |Voyage Healthcare |Suite 300 |Osseo |763-587-7900
Minnesota |CVS Health COVID-19 Testing Site |4140 Road 101 North |Plymouth |N/A
Minnesota |Hennepin Healthcare |790 West 66th St |Richfield |612-873-2922
Minnesota |CVS Health COVID-19 Testing Site |6540 Penn Avenue South |Richfield |N/A
Minnesota |Allina Health |1617 E Division St |River Falls |715-307-6600
Minnesota |North Memorial |3435 West Broadway Ave |Robbinsdale |763-581-2800
Minnesota |Olmsted Medical Center |1403 3rd Ave SE |Rochester |507-292-7266
Minnesota |Mayo Family Clinic NW |4111 US-52 North |Rochester |507-538-8555
Minnesota |Allina Health |1601 St. Francis Ave |Shakopee |952-428-3535
Minnesota |Metropolitan Pediatric Specialists |1515 St. Francis Ave |Shakopee |952-445-6700
Minnesota |Allina Health |4194 Lexington Ave N |Shoreview |651-483-5461
Minnesota |Allina Health Shoreview Clinic |4194 Lexington Ave N |Shoreview |651-483-5461
Minnesota |Sleepy Eye Medical Center |400 4th Ave NW |Sleepy Eye |507-794-3571
Minnesota |CVS Health COVID-19 Testing Site |2420 Division Street |St. Cloud |N/A
Minnesota |Park Nicollet Clinic |5050 Excelsior Blvd |St. Louis Park |952-993-2000
Minnesota |Children's Minnesota |347 N. Smith Avenue |St. Paul |651-220-6700
Minnesota |United Family Medicine |1026 West 7th Street |St. Paul |651-241-1000
Minnesota |United Family Medicine |2423 West 7th Street |St. Paul |651-241-100o
Minnesota |Open Cities Health Center |409 N Dunlap St |St. Paul |651-251-5967
Minnesota |Scenic Rivers Health Services |"415 N 2nd St, Suite 2" |Tower |218-753-2405
Minnesota |Sanford Health – Ulen |108 Viking Ave W |Ulen |218-596-8867
Minnesota |Virginia Hospital |901 9th St N |Virginia |1-800-494-0836
Minnesota |MedExpress |1963 Robert Street S |West St. Paul |651-457-2628
Minnesota |Children's Minnesota |963 S. Robert St. |West St. Paul |651-726-9500
Minnesota |Sanford Health – Wheaton |401 12th St N |Wheaton |320-563-8226
Minnesota |Health Partners |1430 Hwy 96 E |White Bear Lake |952-967-7676
Minnesota |CVS Health COVID-19 Testing Site |2730 County Road East |White Bear Lake |N/A
Minnesota |Valley Medical and Wellness |1789 Woodlane Dr suite a |Woodbury |(612) 286-8366
Minnesota |UR The Urgency Room |7030 Valley Creek Plaza |Woodbury |651-789-7000
Minnesota |CVS Health COVID-19 Testing Site |8468 Tamarack Road |Woodbury |N/A
Mississippi |Memorial Drinkwater Internal Medicine Walk-In Clinic |300 Drinkwater Drive |Bay St. Louis |228-867-5005
Mississippi |Singing River Health System Woolmarket Clinic |13034 Shriner’s Boulevard Suite B |Biloxi |228-809-5044
Mississippi |Memorial Primary Care Cedar Lake |1756 Popps Ferry Rd. |Biloxi |228-867-5000
Mississippi |Memorial Hancock Family Practice |4433 Leisure Time Drive |Diamondhead |228-867-5006
Mississippi |Med Plus Urgent Care |407 Interchange Dr |Fulton |662-269-8000
Mississippi |Memorial Magnolia Grove Walk-In Clinic |4333 15th Street |Gulfport |228-867-5002
Mississippi |Cloverleaf Medical Plaza |5909 US Highway 49 |Hattiesburg |N/A
Mississippi |Singing River Health System Hurley Clinic |7001 MS-614 |Hurley |228-809-5044
Mississippi |Walgreens |3445 Terry Rd |Jackson |N/A
Mississippi |Memorial Long Beach Walk-In |"5120 Beatline Rd., Ste. B" |Long Beach |228-867-5003
Mississippi |Former Sears Auto Center |1051 Bonita Lakes Cir |Meridian |601-474-3775
Mississippi |Singing River Health System Ocean Springs Clinic |3109 Bienville Boulevard |Ocean Springs |228-809-5044
Mississippi |Memorial Surgery Center of Ocean Springs |3882 Bienville Blvd |Ocean Springs |228-867-5004
Mississippi |Methodist Hospital-Olive Branch |4250 Bethel Road |Olive Branch |662 932-9000
Mississippi |Singing River Health System Pascagoula Clinic |2819 Denny Ave |Pascagoula |228-809-5044
Mississippi |Clarke County Emergency Management Agency |642 S Archusa Ave |Quitman |601-496-7200
Mississippi |Baptist Memorial Hospital – DeSoto |7601 Southcrest Parkway |Southaven |662 772-4000
Mississippi |Med Plus Urgent Care |874 Barnes Crossing Rd |Tupelo |662-841-0002
Mississippi |Singing River Health System Vancleave Clinic |11700 MS-57 |Vancleave |228-809-5044
Mississippi |Memorial Stone County Medical Center |1440 E. Central Ave. |Wiggins |228-867-5001
Mississippi |Check website | | |601-496-7200
Missouri |Total Access Urgent Care |9538 Gravois Rd |Affton |314- 932-0817
Missouri |CVS Health COVID-19 Testing Site |2120 Lone Star Drive |Arnold |N/A
Missouri |Total Access Urgent Care |13861 Manchester Rd |Ballwin |636-220-9333
Missouri |CVS Health COVID-19 Testing Site |14400 Clayton Rd |Ballwin |N/A
Missouri |CareNow Urgent Care |1215 NE Coronado Dr |Blue Springs |816- 622-3342
Missouri |Saint Luke’s Health System |600 NE Adams Dairy Pkwy #200 |Blue Springs |816-932-5100
Missouri |CVS Health COVID-19 Testing Site |3201 South 7 Highway |Blue Springs |N/A
Missouri |Citizens Memorial Hospital |1125 N. Butterfield Road |Bolivar |N/A
Missouri |Total Access Urgent Care |12409 St. Charles Rock Rd |Bridgeton |314- 455-4046
Missouri |CVS Health COVID-19 Testing Site |12380 St. Charles Rock Road |Bridgeton |N/A
Missouri |SSM Health St. Mary's Hospital - Centralia |400 N Pleasant Ave |Centralia |N/A
Missouri |Mercy Virtual Care Center |15740 S. Outer Forty Road |Chesterfield |314-251-0500
Missouri |St. Luke's Hospital |"parking lot between the Mr. and Mrs. Theodore P. Desloge, Jr. Outpatient Center, Building B and St. Luke's Resource Center" |Chesterfield |314-966-9107
Missouri |Total Access Urgent Care |2501 Clarkson Rd |Chesterfield |636- 778-9989
Missouri |Boone Hospital Center |1504 E. Broadway |Columbia |573-815-8000
Missouri |University of Missouri softball stadium parking lot |600 E Stadium Blvd |Columbia |N/A
Missouri |Total Access Urgent Care |10923 Olive Blvd |Creve Coeur |314- 764-2953
Missouri |Lake Regional Express Cares |304 E. Fourth St |Eldon |573.557.2400
Missouri |Total Access Urgent Care |15420 Manchester Rd |Ellisville |636- 220-9727
Missouri |Total Access Urgent Care |408 Brothers Ave |Festus |636- 429-0999
Missouri |Total Access Urgent Care |1090 North Highway 67 |Florissant |314- 778-3186
Missouri |Walmart |7207 N M1 Hwy |Gladstone |N/A
Missouri |Hillsboro Community Civil Club Jefferson County Fairgrounds |10349 Business 21 |Hillsboro |314-251-0500
Missouri |CareNow Urgent Care |17700 E 39th St S |Independence |816- 393-0250
Missouri |CVS Health COVID-19 Testing Site |1315 West 23rd Street |Independence |N/A
Missouri |CVS Health COVID-19 Testing Site |1545 East 23rd Street South |Independence |N/A
Missouri |CVS Health COVID-19 Testing Site |17301 East US 24 Highway |Independence |N/A
Missouri |Affinia Healthcare |8960 Jennings Station Rd |Jennings |314-833-2777
Missouri |Freeman Health |1221 McIntosh Circle |Joplin |417.347.6444
Missouri |Walmart |2623 W 7th St |Joplin |N/A
Missouri |CareNow Urgent Care |8951 State Line Road |Kansas City |816- 443-0089
Missouri |First Point Urgent Care |8144 NW Prairie View Road |Kansas City |816-505-3669
Missouri |Samuel U. Rodgers Health Center |825 Euclid Ave |Kansas City |816-889-4795
Missouri |Swope Health |21 N. 12th Street |Kansas City |816-922-7600
Missouri |Swope Health |3801 Blue Parkway |Kansas City |816-923-5800
Missouri |CVS Health COVID-19 Testing Site |3902 Main Street |Kansas City |N/A
Missouri |CVS Health COVID-19 Testing Site |13101 State Line Road |Kansas City |N/A
Missouri |CVS Health COVID-19 Testing Site |4149 North Oak Trafficway |Kansas City |N/A
Missouri |CVS Health COVID-19 Testing Site |4750 Lees Summit Road |Kansas City |N/A
Missouri |CVS Health COVID-19 Testing Site |4990 Northeast Vivion Road |Kansas City |N/A
Missouri |Saint Luke's Hospital of Kansas City |4401 Wornall Rd |Kansas City |N/A
Missouri |CVS Health COVID-19 Testing Site |10820 Manchester Road |Kirkwood |N/A
Missouri |Total Access Urgent Care |915 North Kirkwood Road |Kirkwood North |314- 932-0810
Missouri |Lake Regional Express Cares |441 West Elm St. |Lebanon |417.532.2890
Missouri |CareNow Urgent Care |228 NW Oldham Pkwy |Lee's Summit |816- 600-4075
Missouri |CVS Health COVID-19 Testing Site |3351 SW 3rd Street |Lees Summit |N/A
Missouri |SSM Health Good Samaritan Hospital - Mt. Vernon |1 Good Samaritan Way |Mt. Vernon |N/A
Missouri |CVS Health COVID-19 Testing Site |3002 Highway K |O'Fallon |N/A
Missouri |Total Access Urgent Care |507 S Main St |O'Fallon North |636-409-1132
Missouri |Total Access Urgent Care |4201 Highway K |O'Fallon South |636-294-8540
Missouri |CVS Health COVID-19 Testing Site |9141 Olive Boulevard |Olivette |N/A
Missouri |Lake Regional Express Cares |"1057 Medical Park Drive, Bldg 2" |Osage Beach |573.302.3200
Missouri |Parkway Center |5816 Osage Beach Parkway |Osage Beach |N/A
Missouri |CVS Health COVID-19 Testing Site |2120 Osage Street West |Pacific |N/A
Missouri |Affinia Healthcare |6763 Page Ave |Pagedale |314-833-2777
Missouri |Walmart |100 Commercial Lane |Pineville (Jane) |N/A
Missouri |CVS Health COVID-19 Testing Site |1301 Platte Falls Road |Platte City |N/A
Missouri |CVS Health COVID-19 Testing Site |1215 West Foxwood Drive |Raymore |N/A
Missouri |CareNow Urgent Care |9490 E 350 Hwy |Raytown |816- 256-4089
Missouri |CVS Health COVID-19 Testing Site |5310 Blueridge Boulevard |Raytown |N/A
Missouri |CVS Health COVID-19 Testing Site |500 Bishop Avenue North |Rolla |N/A
Missouri |CVS Health COVID-19 Testing Site |400 Mid Rivers Mall Road |Saint Peters |N/A
Missouri |Saint Luke’s Health System |8880 NE 82nd Terrace |Shoal Creek |816-932-5100
Missouri |Mercy-GoHealth Urgent Care |303 W Sunshine St |Springfield |(417) 986-0452
Missouri |CVS Health COVID-19 Testing Site |1153 East Elm Street |Springfield |N/A
Missouri |CVS Health COVID-19 Testing Site |1220 E Republic Street |Springfield |N/A
Missouri |CVS Health COVID-19 Testing Site |2715 E. Battlefield St |Springfield |N/A
Missouri |Total Access Urgent Care |2138 1st Capitol Dr |St. Charles |636- 534-4498
Missouri |Total Access Urgent Care |3871 Mexico Rd |St. Charles |636-477-6344
Missouri |Urgent Care Express |4776 Verona Drive |St. Joseph |816-396-9500
Missouri |Mercy-GoHealth Urgent Care |13275 Manchester Rd |St. Louis |(314) 396-8222
Missouri |Total Access Urgent Care |2060 Hampton Ave |St. Louis |314- 696-2341
Missouri |Total Access Urgent Care |4400 Telegraph Rd |St. Louis |314-343-0056
Missouri |Total Access Urgent Care |9556 Manchester Rd |St. Louis |314-373-5740
Missouri |Total Access Urgent Care |1005 S Big Bend Blvd |St. Louis |314-449-8677
Missouri |Total Access Urgent Care |12616 Lamplighter Square |St. Louis |314-669-9193
Missouri |Total Access Urgent Care |3114 S Grand Blvd |St. Louis |314-696-2178
Missouri |Total Access Urgent Care |3802 S Lindbergh Blvd |St. Louis |314-756-2041
Missouri |Affinia Healthcare |3930 S. Broadway St |St. Louis |314-833-2777
Missouri |Affinia Healthcare |4414 N. Florissant Ave |St. Louis |314-833-2777
Missouri |Carr Square neighborhood |1717 Biddle |St. Louis |314-833-2777
Missouri |Total Access Urgent Care |2980 Dougherty Ferry Rd |St. Louis |636-529-8411
Missouri |CVS Health COVID-19 Testing Site |3925 Lindell Boulevard |St. Louis |N/A
Missouri |CVS Health COVID-19 Testing Site |4100 Gravois Ave |St. Louis |N/A
Missouri |CVS Health COVID-19 Testing Site |7320 Gravois Avenue |St. Louis |N/A
Missouri |Walgreens |1225 Union Blvd |St. Louis |N/A
Missouri |Total Access Urgent Care |6900 Chippewa St |St. Louis Hills |314-899-9344
Missouri |Mercy-GoHealth Urgent Care |6167 Mid Rivers Mall Dr |St. Peters |(636) 364-4990
Missouri |Total Access Urgent Care |600 Mid Rivers Mall Dr |St. Peters |636-224-3208
Missouri |Former Siteman Cancer Center |4000 N. Illinois Lane |Swansea |N/A
Missouri |Washington Fairgrounds |6 Fairgrounds Road |Washington |314-251-0500
Missouri |Total Access Urgent Care |1717 Madison Ave |Washington |636-244-6950
Missouri |Total Access Urgent Care |1890 Wentzville Pkwy |Wentzville |636-887-2667
Montana |Nova Health |403 West Main Street |Belgrade |406.388.8708
Montana |Nova Urgent Care |403 West Main St |Belgrade |406.388.8708
Montana |Bozeman Health Belgrade Clinic parking lot |206 Alaska Frontage Rd |Belgrade |N/A
Montana |"Big Sky Medical Center, Emergency Department Ambulance Bay" |334 Town Center Ave |Big Sky |N/A
Montana |b2 Urgent Care |1006 W Main St |Bozeman |406-414-4800
Montana |Nova Health |862 Harmon Stream Blvd |Bozeman |406.577.2800
Montana |Nova Urgent Care |862 Harmon Stream Blvd |Bozeman |406.577.2800
Montana |Bozeman Health Deaconess Hospital parking lot G |915 Highland Blvd |Bozeman |N/A
Montana |Bozeman Health Outpatient Services parking lot |120 N 19th Ave D |Bozeman |N/A
Montana |St. Peter’s Health Medical Group Building |2550 Broadway |Helena |406-457-4180
Montana |Walgreens |1150 11th Ave |Helena |N/A
Montana |Kalispell Regional |310 Sunnyview Ln |Kalispell |406-890-7272
Montana |Central Montana Medical Clinic lab |408 Wendell Ave |Lewistown |406-535-1502
Montana |Center for Asbestos Related Disease |214 E 3rd St |Libby |406-293-6295
Montana |Livingston HealthCare |320 Alpenglow Lane |Livingston |406.222.3541
Montana |Cost Care |3031 Russell Street |Missoula |406-728-5841
Montana |Costcare |3031 Russell Street |Missoula |406-728-5841
Nebraska |Box Butte General Hospital |2101 Box Butte Ave |Alliance |308-762-6660
Nebraska |Harlan County Health |717 N. Brown St. |Alma |308-928-2103
Nebraska |Urgent Care |1307 Harlan Dr |Bellevue |402-291-8701
